feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,label,node_id
0.47940923548511527,0.14990832102939,0.6281424322930275,0.26717307026217796,0.5270012449403644,0.04889231537842187,0.37264899834681486,0.891033863744954,0.5185771798274065,0.7862520466033507,0.5834796615098321,0.23713522354056193,0.07601924871547061,0.0971095078959483,0.514824224337517,0.21739494377205393,0,0
0.1681996949982012,0.054742112902845586,0.3951883096685308,0.8495334252332901,0.7510246292453522,0.6732622202295928,0.8196108833295231,0.49229109143628,0.8413700385537692,0.7694492541021367,0.7477773444538353,0.6746833493804734,0.4923149621032489,0.9693286123228502,0.6113403201298571,0.5724279513696582,0,1
0.7476599227462236,0.514256289246565,0.7985450118403673,0.9758981977703217,0.23494588439655673,0.3046298722990166,0.6733328807385681,0.01444822475453722,0.04324191363812868,0.7880421183821262,0.48173247684427434,0.7803452077885916,0.6461094334275596,0.20666126675921104,0.1182578506489107,0.11250229242667342,0,2
0.7827417238975587,0.4082371718706296,0.15925051596895679,0.0160365501505213,0.45096088643215304,0.6084165244378518,0.717725364659113,0.6638393555846799,0.16299526051466406,0.6396558397112193,0.972618169234939,0.6875805222822857,0.48425963473053746,0.11921149985477009,0.044125730412064135,0.8191593415526467,1,3
0.9871692131375285,0.8194470727412608,0.35796884485708247,0.05355800877308459,0.47548282261974817,0.21051988875689676,0.09596471365543024,0.48856387246847865,0.3945095785458589,0.03508864645146781,0.13828192940774187,0.4777907384414848,0.7456969140451272,0.24613622980395833,0.25954937186725224,0.3397596954747125,1,4
0.5804397276429218,0.872189168858985,0.8176681087042158,0.1367104449146198,0.16414495506181437,0.31065135012081124,0.12657446560679786,0.9701277704366984,0.47788495517944385,0.34221488844618586,0.36819852151194954,0.8456762651117721,0.2534646448771374,0.08989509256570882,0.6118842138510898,0.07441686809021275,1,5
0.5430790317998722,0.46935923526025036,0.6504965533366004,0.18508550344988117,0.902377091055045,0.32725668167612987,0.3337392179747881,0.5406995282399247,0.5361550104731162,0.8907120479681575,0.6987447537641021,0.41716579763992445,0.6041099051192673,0.8189455768167613,0.2634087044202774,0.6561906841151259,0,6
0.933117715436832,0.3479115979341172,0.5067555498446675,0.33367078486382495,0.24738432355031226,0.07082215914349022,0.17369004643590646,0.7023516441530628,0.5366806931546864,0.6762841151182383,0.8327913450385618,0.9832743324476912,0.3559366910105961,0.5961065774186685,0.6860435489342638,0.08153742956975008,0,7
0.3124122148525502,0.02803079916876705,0.4550110646755362,0.9232921588831977,0.974513603995044,0.5657312429707143,0.9482382536780276,0.5839191847416194,0.9795490669012732,0.8205343806416601,0.2747967404679036,0.2041333483256118,0.8432741201497693,0.8779400770016619,0.6967978452077664,0.2494807963390988,0,8
0.004352951111683656,0.45636008514117143,0.6309343983872299,0.4871708436597153,0.12048623989754847,0.1066296586923261,0.48286419451458396,0.48908075331113676,0.7309992207836354,0.14449559511156684,0.5617867020984461,0.9505582273009893,0.14319178909189523,0.38244925477413394,0.10243326892605342,0.09168532292319176,1,9
0.3230830283620959,0.9131482035562611,0.3082575587627695,0.4609912801288707,0.5877753154466577,0.9179264405136851,0.3605483594155955,0.3745214231907341,0.24854053808933252,0.7495993701848481,0.5235619833709683,0.3135302996743936,0.48024443785102033,0.8935337167753366,0.47342061676549174,0.0470740781636807,0,10
0.0018778991637442566,0.6299960623750771,0.2555900181609858,0.09754064968985565,0.8449100772912763,0.7870097692938297,0.8756679122797016,0.18843046676128739,0.8864079499118415,0.41718281234616983,0.07723470353656114,0.6215653854121911,0.8452732421276957,0.23103468087880297,0.2935800230187916,0.7146011885451649,1,11
0.7892042430892154,0.7970294026408955,0.07892400811623401,0.9983344055138582,0.7913613587891319,0.6089401425896968,0.658814285018489,0.547639675739807,0.6767095911933515,0.2665454894744701,0.5819396150656123,0.682882406377127,0.5453954442805468,0.7377569810224914,0.5237995562383617,0.8577804485600875,0,12
0.6331659447562833,0.5066562841970003,0.3431316514333329,0.49142876437863203,0.6362334753397121,0.7077308909937715,0.8768583565218397,0.9160690847231333,0.3268538655276655,0.4647419087092439,0.7430677143928134,0.9532504036719922,0.42669924606530774,0.29607203641249213,0.5731646552013382,0.5099578146825249,0,13
0.21452959661827564,0.6022176305803905,0.9481341433665249,0.6567906607427507,0.8975911911095046,0.9861189411121898,0.6397147170846254,0.8862388393134082,0.3880497745569621,0.930491320618261,0.10747823816582625,0.5107594728420758,0.7849077762619036,0.025182258174608063,0.3085575117707816,0.728006756914092,0,14
0.902416975527967,0.07745188827350913,0.25508117745597403,0.14104625669307058,0.594403868468701,0.24452277929295985,0.4741260483701428,0.63775006740191,0.0810352656887745,0.35758162478055056,0.3644443799459036,0.30058511815083255,0.8430253775396531,0.45517361663923717,0.7227687365835146,0.12857203636062664,0,15
0.18567553639432488,0.8444598116811152,0.8852488942580327,0.6009594132953425,0.2965658714426066,0.9951317601262504,0.026463242952814436,0.14229154563897306,0.7142910889714223,0.73205681101762,0.23128805495002613,0.04334590974957753,0.2903808630007767,0.550338357358359,0.3179116366691156,0.47047075723164844,0,16
